code_pathologie;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;annee
Pathologie, traitement ou événement de santé;Effectif;Total des dépenses;Total soins de ville;Soins de médecins ;Soins infirmiers;Soins de kinésithérapie;Autres professionnels de santé;Médicaments;Autres produits de santé;Biologie;Transports;Autres dépenses de soins de ville;Total hospitalisations;dont hospitalisations MCO;Total prestations en espèces;dont indemnités journalières maladie et AT/MP;2015
Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);1105100;1324514000;675230000;287810000;12209000;56194000;70054000;172992000;39207000;26295000;5735000;4734000;83083000;11372000;566201000;420908000;2019
Pas de pathologie, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;35983800;11779116000;7146019000;2643286000;75594000;401376000;1894693000;1165023000;441290000;399716000;78148000;46893000;1033700000;147370000;3599397000;2285124000;2019
Consommation courante de soins;;5898489000;5431518000;2384403000;68169000;647137000;876351000;531421000;313790000;600940000;;9307000;;;466971000;466971000;2019
Total;65891771;1,68021E+11;69902848000;14626508000;7837108000;3975030000;5036955000;23466159000;7188461000;3089582000;4392396000;290648000;72918051000;49851036000;25200489000;12092513000;2019
Pathologie, traitement ou événement de santé;Effectif;Total des dépenses;Total soins de ville;Soins de médecins ;Soins infirmiers;Soins de kinésithérapie;Autres professionnels de santé;Médicaments;Autres produits de santé;Biologie;Transports;Autres dépenses de soins de ville;Total hospitalisations;dont hospitalisations MCO;Total prestations en espèces;dont indemnités journalières maladie et AT/MP;2020
Syndrome coronaire aigu;98400;945101000;110761000;28927000;3689000;1454000;1663000;44274000;8137000;4800000;17698000;119000;776748000;678474000;57592000;47583000;2020
Maladie coronaire chronique;2031700;3547619000;1981736000;405899000;239579000;58296000;50321000;881586000;188103000;91944000;62149000;3858000;1005292000;794239000;560591000;133207000;2020
Accident vasculaire cérébral aigu;119500;1618733000;134888000;16177000;26787000;12994000;9615000;18347000;12243000;3225000;35386000;113000;1439773000;886425000;44073000;36949000;2020
Séquelle d'accident vasculaire cérébral;855800;2387995000;1366051000;118305000;421486000;157608000;65354000;246421000;158298000;32014000;165169000;1395000;614391000;191724000;407553000;80981000;2020
Insuffisance cardiaque aiguë;174300;1234324000;356298000;21646000;157243000;10073000;479000;55422000;65245000;11396000;34751000;42000;869653000;739755000;8373000;3681000;2020
Insuffisance cardiaque chronique;657200;1504578000;1282863000;82877000;539042000;55232000;6077000;335790000;176769000;39225000;47324000;526000;133329000;42179000;88386000;11632000;2020
Artériopathie périphérique;716800;2126757000;883142000;136227000;232478000;32045000;11621000;245800000;138611000;28275000;57065000;1020000;1045976000;839957000;197639000;44177000;2020
Troubles du rythme ou de la conduction cardiaque;1895600;3308765000;1479038000;247754000;269768000;57861000;29846000;577450000;151025000;77938000;65162000;2234000;1647077000;1491986000;182650000;62422000;2020
Maladie valvulaire;453900;1226470000;262447000;60775000;44121000;10843000;6821000;66263000;29386000;24696000;19122000;418000;903100000;809637000;60924000;19761000;2020
Embolie pulmonaire;47700;252154000;44786000;9751000;4388000;1070000;557000;16319000;5601000;2733000;4327000;39000;192934000;171027000;14434000;12620000;2020
Autres affections cardiovasculaires;389700;505697000;284833000;43798000;39310000;8522000;9431000;108140000;41783000;11371000;22216000;262000;148276000;99391000;72588000;22487000;2020
Traitements antihypertenseurs (hors pathologies);7213600;4541483000;3206874000;821560000;337026000;180007000;194350000;1053439000;381178000;191764000;31652000;15897000;164684000;16439000;1169925000;515428000;2020
Traitements hypolipémiants (hors pathologies);2970500;1465340000;1027550000;287421000;32016000;53014000;74566000;401231000;97489000;67705000;7500000;6607000;49633000;1641000;388157000;112489000;2020
Diabète;4020400;9164277000;7479295000;730127000;1725621000;140046000;133916000;2576214000;1790055000;265390000;110274000;7652000;667933000;388925000;1017048000;320246000;2020
Cancer du sein de la femme actif;234600;2951610000;1261949000;302729000;38010000;29725000;5789000;629016000;28756000;32767000;194442000;714000;1463527000;1263699000;226135000;181388000;2020
Cancer du sein de la femme sous surveillance;494700;572967000;361882000;93012000;22799000;39551000;15112000;128344000;22563000;22879000;15762000;1859000;55590000;13215000;155495000;27995000;2020
Cancer colorectal actif;149100;1474906000;348058000;69780000;56897000;2792000;2262000;89449000;58396000;17493000;50833000;157000;1068580000;910867000;58267000;36383000;2020
Cancer colorectal sous surveillance;225900;233127000;150976000;28783000;32497000;5906000;4960000;23082000;39781000;9271000;6358000;338000;36968000;12222000;45183000;5960000;2020
Cancer bronchopulmonaire actif;103500;2571873000;715634000;101783000;27862000;5241000;1319000;449796000;25302000;15336000;88891000;104000;1761274000;1561071000;94965000;46078000;2020
Cancer bronchopulmonaire sous surveillance;54800;135263000;67088000;9851000;3565000;2511000;1085000;37826000;6245000;1860000;4057000;87000;14980000;1528000;53195000;3536000;2020
Cancer de la prostate actif;220500;1723224000;1134712000;309463000;30750000;9305000;4587000;629868000;22713000;22628000;105033000;366000;541754000;447186000;46759000;19876000;2020
Cancer de la prostate sous surveillance;321600;262345000;187987000;36177000;13986000;6462000;7470000;79270000;23175000;12441000;8277000;729000;28356000;3036000;46002000;2367000;2020
Autres cancers actifs;912400;9956802000;3487328000;289770000;173195000;28525000;19862000;2373869000;187880000;99356000;313632000;1239000;6115146000;5230005000;354329000;193803000;2020
Autres cancers sous surveillance;997200;999527000;602571000;120326000;67563000;32144000;26465000;155314000;116181000;44229000;38719000;1629000;145930000;30997000;251027000;54742000;2020
Troubles psychotiques;477800;4845259000;816711000;67481000;273803000;12327000;13321000;344038000;23945000;13671000;67934000;191000;3740378000;26047000;288169000;33086000;2020
Troubles névrotiques et de l'humeur;1390000;6199380000;1367100000;327271000;250748000;76982000;47798000;387086000;88748000;51950000;133324000;3193000;3048078000;161264000;1784202000;605945000;2020
Déficience mentale;137300;562288000;170266000;14331000;40119000;10704000;11501000;28722000;37218000;5023000;22616000;32000;383953000;1647000;8069000;2197000;2020
Troubles addictifs;694500;1757890000;340798000;74524000;30512000;13035000;19798000;134263000;28537000;17344000;22517000;269000;1000889000;193682000;416202000;244226000;2020
Troubles psychiatriques débutant dans l'enfance;204800;1227676000;210992000;18132000;4148000;2664000;52299000;23808000;9163000;2875000;97880000;23000;1012911000;19913000;3773000;2039000;2020
Autres troubles psychiatriques;407400;1590020000;323552000;62441000;60291000;12322000;15078000;86551000;26426000;13184000;46877000;382000;1071607000;122480000;194862000;61140000;2020
Traitements antidépresseurs ou thymorégulateurs (hors pathologies);2996900;3012087000;1222559000;426639000;63950000;109272000;77480000;330400000;105184000;90209000;14611000;4814000;227752000;0;1561777000;1033552000;2020
Traitements neuroleptiques (hors pathologies);323300;287062000;175167000;26316000;40719000;5968000;7197000;64818000;10704000;6153000;13044000;248000;24807000;0;87089000;16777000;2020
Traitements anxiolytiques (hors pathologies);3131200;2757920000;1426220000;425547000;114446000;115752000;72409000;450090000;121903000;94372000;28128000;3573000;120721000;0;1210979000;803611000;2020
Traitements hypnotiques (hors pathologies);1194800;993345000;575285000;156623000;59898000;46674000;26028000;184560000;56038000;32324000;11326000;1814000;38892000;0;379168000;180449000;2020
Démences (dont maladie d'Alzheimer);724100;2346184000;1633709000;57314000;1009870000;160819000;55270000;61684000;178514000;29218000;80763000;256000;674959000;150781000;37516000;1079000;2020
Maladie de Parkinson;271300;1070430000;835776000;40347000;270416000;131412000;26474000;164431000;139154000;7923000;54623000;995000;169279000;48420000;65375000;8606000;2020
Sclérose en plaques;118100;1324545000;770438000;26904000;41043000;43681000;7480000;536751000;64849000;7460000;41983000;288000;332864000;238539000;221244000;29926000;2020
Lésion médullaire;95000;705368000;366887000;12369000;78033000;37659000;2786000;17923000;179753000;3109000;35040000;215000;147727000;34498000;190754000;28272000;2020
Myopathie ou myasthénie;50100;274776000;152424000;5943000;12691000;17341000;2184000;60638000;37662000;1879000;14009000;78000;76688000;45914000;45664000;6238000;2020
Épilepsie;506600;782571000;412839000;47453000;40571000;17247000;23614000;194614000;42391000;11890000;34881000;177000;226957000;159295000;142774000;41859000;2020
Autres affections neurologiques;184600;973062000;525378000;19507000;74279000;72248000;14154000;97962000;174307000;5558000;67005000;358000;336126000;206800000;111558000;16798000;2020
Maladies respiratoires chroniques (hors mucoviscidose);3575100;3625835000;2140281000;439363000;49857000;79600000;110151000;1068275000;259958000;97811000;31810000;3456000;888592000;575513000;596963000;327735000;2020
Maladies inflammatoires chroniques intestinales;280600;1054243000;594880000;40295000;7966000;4621000;8698000;479845000;19658000;22254000;11168000;375000;351209000;326674000;108155000;52125000;2020
Polyarthrite rhumatoïde ou maladies apparentées;305300;965766000;686957000;56457000;35818000;23843000;9175000;492082000;21392000;26714000;19879000;1596000;122748000;94933000;156061000;43282000;2020
Spondylarthrite ankylosante ou maladies apparentées;235400;964320000;623076000;44260000;6176000;27096000;7294000;501875000;10650000;14987000;9368000;1370000;127755000;91285000;213489000;71123000;2020
Autres maladies inflammatoires chroniques;225200;497080000;243761000;36566000;15183000;14064000;6897000;116831000;15851000;22301000;15335000;733000;165616000;126489000;87703000;27378000;2020
Maladies métaboliques héréditaires ou amylose;122000;683679000;442887000;12837000;6436000;3826000;4953000;379117000;20154000;6425000;8966000;174000;219032000;203528000;21760000;8177000;2020
Mucoviscidose;8900;340750000;312910000;688000;4464000;12028000;304000;276353000;14322000;387000;4363000;1000;24816000;19047000;3025000;939000;2020
Hémophilie ou troubles de l'hémostase graves;57200;610711000;538878000;6539000;6332000;1409000;1631000;511060000;4950000;4157000;2696000;104000;56733000;49181000;15101000;7530000;2020
infection par le VIH;158700;1172913000;1031548000;13608000;2558000;2045000;4898000;982260000;5869000;17717000;2529000;65000;88843000;48685000;52522000;17296000;2020
Dialyse chronique;55600;3368324000;942498000;11372000;69554000;3069000;464000;100128000;21192000;19047000;717661000;11000;2399201000;2366591000;26624000;6063000;2020
Transplantation rénale;2500;163424000;40159000;392000;1193000;12000;50000;19366000;1021000;1644000;16471000;9000;117736000;113945000;5529000;2927000;2020
Suivi de transplantation rénale;40700;518540000;266970000;6557000;5740000;790000;894000;200437000;7346000;11532000;33640000;35000;199991000;181649000;51579000;7417000;2020
Maladies du foie ou du pancréas (hors mucoviscidose);593100;1382891000;676888000;61010000;20133000;9673000;13116000;488807000;26902000;37148000;19695000;405000;528010000;445071000;177992000;70885000;2020
Affections de longue durée (dont 31 et 32) pour d'autres causes;1751100;3443780000;2766505000;214343000;320037000;153590000;79176000;1279071000;435923000;69751000;207367000;7248000;240012000;119114000;437263000;108657000;2020
Hospitalisation pour Covid-19;195900;1563450000;103581000;20394000;14865000;6903000;2398000;15641000;11263000;9438000;22537000;141000;1412784000;1164775000;47084000;36197000;2020
Maternité (avec ou sans pathologies);1236100;8397039000;1229534000;281824000;28623000;22978000;395712000;99953000;121371000;271404000;6568000;1102000;3531525000;3218835000;3635980000;610829000;2020
Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);8675800;33948071000;5128302000;1523545000;523304000;354514000;247365000;940543000;592568000;456202000;481539000;8723000;25260729000;20075760000;3559040000;3128166000;2020
Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);839500;1248079000;564525000;219790000;14275000;46828000;56508000;143236000;37322000;39766000;4763000;2039000;57707000;9474000;625847000;476474000;2020
Pas de pathologie, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;36871300;12617128000;7445619000;2497341000;131981000;359118000;1780309000;1211873000;459842000;922300000;62084000;20770000;893185000;134065000;4278324000;2877792000;2020
Consommation courante de soins;;5971312000;5270425000;2179340000;95896000;541587000;792993000;514997000;29320000;1109301000;;6991000;;;700887000;700887000;2020
Total;66021710;1,67958E+11;70595030000;13848582000;8365607000;3494928000;4681387000;24212618000;7216285000;4685168000;3970798000;119659000;70211716000;47399521000;27151390000;13693471000;2020
Pathologie, traitement ou événement de santé;Effectif;Total des dépenses;Total soins de ville;Soins de médecins ;Soins infirmiers;Soins de kinésithérapie;Autres professionnels de santé;Médicaments;Autres produits de santé;Biologie;Transports;Autres dépenses de soins de ville;Total hospitalisations;dont hospitalisations MCO;Total prestations en espèces;dont indemnités journalières maladie et AT/MP;2021
Syndrome coronaire aigu;101900;1029526000;124981000;30508000;4506000;1849000;2246000;46436000;9457000;5968000;23559000;453000;842649000;726175000;61896000;49941000;2021
Maladie coronaire chronique;2072700;3881716000;2193185000;442548000;253836000;71905000;64961000;949980000;213827000;102139000;78646000;15343000;1143070000;907736000;545460000;122318000;2021
Accident vasculaire cérébral aigu;121000;1728085000;145264000;16747000;25052000;13100000;9996000;19140000;12942000;3726000;44195000;366000;1533773000;957709000;49049000;41015000;2021
Séquelle d'accident vasculaire cérébral;860400;2528866000;1483777000;125566000;426864000;180018000;78901000;252774000;167598000;33951000;213387000;4719000;648112000;222677000;396977000;79591000;2021
Insuffisance cardiaque aiguë;181600;1342623000;380850000;22341000;152300000;12788000;818000;64502000;72982000;11319000;43623000;177000;952611000;814485000;9162000;4276000;2021
Insuffisance cardiaque chronique;646300;1570709000;1341853000;85698000;513233000;62529000;7992000;383593000;188234000;37239000;61440000;1894000;143088000;47509000;85768000;11613000;2021
Artériopathie périphérique;721700;2288529000;949846000;144426000;244644000;38567000;15156000;248786000;152255000;30539000;71362000;4111000;1147221000;928925000;191462000;43558000;2021
Troubles du rythme ou de la conduction cardiaque;1938700;3703068000;1682637000;272770000;297866000;71734000;38151000;653251000;173113000;87486000;81021000;7247000;1841210000;1668942000;179221000;59302000;2021
Maladie valvulaire;461500;1396092000;291765000;64881000;46966000;13488000;8443000;73956000;33316000;25469000;23743000;1503000;1047014000;947811000;57314000;18012000;2021
Embolie pulmonaire;50600;275293000;47471000;10082000;4359000;1372000;712000;16869000;6058000;3159000;4752000;109000;213865000;190152000;13957000;11807000;2021
Autres affections cardiovasculaires;395400;538619000;304583000;46816000;37208000;10494000;11672000;116076000;40081000;14272000;27061000;904000;163782000;110140000;70255000;21137000;2021
Traitements antihypertenseurs (hors pathologies);7225600;4847574000;3539233000;876250000;363043000;219781000;242844000;1082470000;435544000;221385000;41068000;56848000;184887000;16846000;1123454000;475074000;2021
Traitements hypolipémiants (hors pathologies);3067200;1656458000;1199822000;328825000;44312000;68272000;96899000;424606000;121448000;80568000;9837000;25056000;60330000;2054000;396306000;113374000;2021
Diabète;4145700;9829795000;8062128000;802136000;1815303000;179059000;180685000;2728019000;1882987000;292972000;147004000;33963000;763190000;455199000;1004477000;294639000;2021
Cancer du sein de la femme actif;241200;3308121000;1402166000;351076000;42277000;37277000;7361000;662792000;32707000;35638000;231207000;1832000;1666942000;1450388000;239013000;193609000;2021
Cancer du sein de la femme sous surveillance;490700;618268000;404705000;96904000;26938000;48036000;18440000;139841000;25531000;24573000;19944000;4496000;64090000;16078000;149473000;26108000;2021
Cancer colorectal actif;149500;1568136000;389122000;77536000;63099000;3681000;2894000;93747000;63557000;18983000;65051000;574000;1120365000;959674000;58649000;36899000;2021
Cancer colorectal sous surveillance;223700;245819000;162727000;29804000;35798000;7237000;5822000;24582000;40717000;9681000;7889000;1196000;39545000;14167000;43546000;6293000;2021
Cancer bronchopulmonaire actif;106900;2918793000;773872000;110321000;28344000;6643000;1551000;484200000;26959000;15694000;99824000;336000;2048417000;1837719000;96504000;49796000;2021
Cancer bronchopulmonaire sous surveillance;56400;153299000;84496000;10857000;4545000;3181000;1449000;49350000;7175000;2176000;5433000;329000;17376000;1617000;51427000;3030000;2021
Cancer de la prostate actif;227200;1976821000;1318865000;359493000;33083000;10936000;5904000;732054000;25789000;25292000;124900000;1413000;610274000;508364000;47683000;21153000;2021
Cancer de la prostate sous surveillance;320600;289759000;215252000;38603000;16636000;7781000;8791000;91675000;26796000;12979000;9826000;2165000;30836000;3429000;43671000;2526000;2021
Autres cancers actifs;923500;11103981000;3772738000;314820000;175322000;37077000;25396000;2552090000;188066000;109292000;367064000;3610000;6977194000;6039832000;354049000;197160000;2021
Autres cancers sous surveillance;1008700;1061902000;662461000;129141000;71883000;39201000;32719000;167736000;118981000;48733000;49144000;4924000;158469000;34345000;240971000;50332000;2021
Troubles psychotiques;483900;5112467000;865964000;70862000;295120000;15410000;17507000;340306000;26235000;16469000;82707000;1349000;3954600000;27913000;291903000;31828000;2021
Troubles névrotiques et de l'humeur;1400300;6726993000;1517255000;350354000;268321000;93090000;60685000;399917000;96040000;59376000;181901000;7571000;3406849000;174895000;1802889000;625287000;2021
Déficience mentale;138600;582384000;191919000;15337000;42214000;13295000;13894000;29808000;39807000;7291000;29874000;399000;381608000;1795000;8858000;2449000;2021
Troubles addictifs;680700;1854609000;371911000;76313000;35902000;15947000;24299000;139830000;29916000;20778000;27118000;1807000;1081122000;212578000;401577000;236391000;2021
Troubles psychiatriques débutant dans l'enfance;218700;1459905000;282007000;21501000;5389000;3743000;64451000;32526000;10379000;7054000;136763000;201000;1173602000;24487000;4296000;2320000;2021
Autres troubles psychiatriques;393500;1675900000;342786000;64332000;57334000;14005000;18392000;84390000;26637000;16130000;60530000;1035000;1159067000;142628000;174047000;58268000;2021
Traitements antidépresseurs ou thymorégulateurs (hors pathologies);3189100;3448138000;1478252000;494122000;82026000;140593000;102359000;393876000;120080000;111495000;19639000;14061000;274570000;0;1695315000;1157880000;2021
Traitements neuroleptiques (hors pathologies);329700;306606000;194414000;28958000;41098000;7202000;9521000;68201000;11006000;8641000;19188000;598000;27380000;0;84812000;16506000;2021
Traitements anxiolytiques (hors pathologies);3160500;2951364000;1569313000;437910000;129923000;138187000;90997000;483058000;137080000;105296000;34673000;12189000;134293000;0;1247758000;827462000;2021
Traitements hypnotiques (hors pathologies);1176800;1048036000;622235000;160879000;64013000;53772000;32043000;190959000;63269000;35448000;15980000;5871000;43575000;0;382226000;185313000;2021
Démences (dont maladie d'Alzheimer);709300;2336273000;1650920000;58632000;973338000;181552000;69875000;58354000;179624000;27355000;101408000;783000;650995000;152137000;34357000;1046000;2021
Maladie de Parkinson;272100;1137296000;894204000;43382000;268784000;151724000;32012000;162937000;151000000;8501000;73669000;2195000;177289000;52783000;65803000;8780000;2021
Sclérose en plaques;122300;1421036000;798670000;29325000;39057000;50564000;9161000;539568000;66964000;9051000;54282000;698000;404647000;296681000;217720000;27486000;2021
Lésion médullaire;96800;737649000;389726000;13233000;77357000;42616000;3452000;18403000;185278000;3842000;45087000;458000;157660000;37664000;190263000;30308000;2021
Myopathie ou myasthénie;51700;305678000;168580000;6589000;12728000;20807000;2796000;64138000;39724000;2417000;19159000;222000;91580000;53921000;45518000;5880000;2021
Épilepsie;514000;850844000;465738000;50890000;43207000;20912000;29408000;208343000;47271000;16460000;48211000;1035000;242433000;166234000;142673000;40952000;2021
Autres affections neurologiques;192300;1069505000;603017000;21421000;74628000;84472000;17373000;121525000;184881000;7698000;90103000;916000;352813000;206538000;113675000;16035000;2021
Maladies respiratoires chroniques (hors mucoviscidose);3623300;3821252000;2369634000;481379000;69193000;96055000;132512000;1137277000;268895000;132676000;40172000;11475000;929345000;597816000;522273000;261459000;2021
Maladies inflammatoires chroniques intestinales;293500;1170892000;683165000;44419000;9657000;6164000;11072000;549601000;20478000;27717000;12965000;1093000;388395000;360430000;99332000;41822000;2021
Polyarthrite rhumatoïde ou maladies apparentées;311200;1011587000;733682000;60722000;37717000;29738000;11850000;513936000;23696000;29111000;23503000;3408000;127763000;96001000;150143000;37981000;2021
Spondylarthrite ankylosante ou maladies apparentées;243700;1045696000;691126000;48849000;8022000;34122000;9425000;547044000;12195000;18069000;10807000;2593000;140872000;97753000;213698000;67008000;2021
Autres maladies inflammatoires chroniques;230900;547762000;278271000;39826000;17467000;17616000;8723000;131243000;17882000;24409000;19509000;1595000;183870000;137866000;85622000;24041000;2021
Maladies métaboliques héréditaires ou amylose;123000;842731000;571842000;13713000;7066000;4763000;5969000;500065000;20915000;7675000;11181000;495000;250324000;232365000;20566000;8000000;2021
Mucoviscidose;9200;524911000;495856000;778000;3473000;12182000;406000;460144000;13122000;515000;5223000;14000;26668000;20988000;2387000;301000;2021
Hémophilie ou troubles de l'hémostase graves;60000;735583000;657233000;7289000;6134000;1841000;2137000;626541000;5108000;4853000;3084000;246000;63244000;53908000;15107000;6786000;2021
infection par le VIH;166100;1159850000;1014814000;15080000;2949000;2637000;6493000;957801000;6622000;19413000;3392000;427000;95013000;50284000;50022000;15990000;2021
Dialyse chronique;56300;3513105000;962584000;12955000;68701000;3381000;662000;87384000;23414000;18247000;747739000;100000;2522569000;2488160000;27952000;5670000;2021
Transplantation rénale;3100;214575000;48871000;452000;1552000;26000;45000;22474000;1730000;1551000;21036000;5000;160842000;154951000;4862000;3234000;2021
Suivi de transplantation rénale;40700;540339000;271935000;7059000;5630000;1112000;1116000;197389000;8808000;11479000;39239000;102000;220181000;196951000;48223000;4491000;2021
Maladies du foie ou du pancréas (hors mucoviscidose);600900;1419020000;683819000;64331000;24378000;12042000;16439000;470225000;30421000;41308000;22945000;1730000;563764000;474527000;171437000;68452000;2021
Affections de longue durée (dont 31 et 32) pour d'autres causes;1764400;3660118000;2958697000;228662000;308705000;180744000;97738000;1345979000;439335000;84142000;263880000;9513000;272042000;131159000;429379000;105602000;2021
Hospitalisation pour Covid-19;244900;2256716000;179174000;25673000;39017000;16628000;4505000;23410000;24122000;15573000;29968000;280000;2002846000;1691216000;74696000;60446000;2021
Maternité (avec ou sans pathologies);1253000;9077054000;1403418000;293743000;37845000;29733000;454718000;138315000;128087000;310839000;7152000;2986000;3858045000;3519125000;3815591000;627318000;2021
Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);9588000;38839302000;6422784000;1794168000;616604000;441022000;343596000;1232971000;680284000;685218000;598974000;29947000;28485541000;22831057000;3930978000;3457812000;2021
Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);1000400;1382839000;703862000;270030000;18359000;56639000;72949000;175634000;43785000;54822000;5860000;5783000;74835000;11111000;604142000;455744000;2021
Pas de pathologie, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;38405600;14925434000;9817398000;2712944000;257264000;449447000;2130944000;2093746000;513255000;1481279000;80778000;97740000;1007515000;152374000;4100522000;2743594000;2021
Consommation courante de soins;;7364652000;6765074000;2424092000;178269000;629148000;929941000;946219000;33480000;1492298000;;131628000;;;599578000;599578000;2021
Total;68615753;1,8694E+11;81053946000;15278354000;8955858000;4218931000;5709269000;27552065000;7796945000;6177733000;4838678000;526113000;78506065000;53710275000;27379945000;13802085000;2021
Pathologie, traitement ou événement de santé;Effectif;Total des dépenses;Total soins de ville;Soins de médecins ;Soins infirmiers;Soins de kinésithérapie;Autres professionnels de santé;Médicaments;Autres produits de santé;Biologie;Transports;Autres dépenses de soins de ville;Total hospitalisations;dont hospitalisations MCO;Total prestations en espèces;dont indemnités journalières maladie et AT/MP;2022
Syndrome coronaire aigu;98300;1015499000;124599000;29568000;4043000;1799000;2332000;46015000;10346000;5225000;24959000;313000;827513000;705436000;63388000;52298000;2022
Maladie coronaire chronique;2116400;4117036000;2337824000;461183000;271767000;76155000;70257000;1039010000;219117000;98956000;89733000;11645000;1200449000;938846000;578763000;131511000;2022
Accident vasculaire cérébral aigu;120000;1766020000;145833000;17061000;25328000;13124000;10111000;18683000;12918000;3225000;45097000;287000;1568812000;967140000;51375000;43282000;2022
Séquelle d'accident vasculaire cérébral;846300;2606233000;1508939000;123573000;442291000;179788000;78895000;252397000;168151000;30037000;230375000;3431000;694228000;223318000;403066000;82581000;2022
Insuffisance cardiaque aiguë;175500;1341683000;406455000;20766000;162724000;11166000;827000;81318000;76733000;11140000;41660000;121000;921763000;780730000;13465000;5514000;2022
Insuffisance cardiaque chronique;651900;1694356000;1448726000;85413000;542595000;63958000;8946000;455914000;192488000;35376000;62747000;1288000;157891000;49561000;87739000;11413000;2022
Artériopathie périphérique;722700;2348759000;971768000;146370000;251521000;39775000;16188000;255150000;152782000;29304000;77809000;2870000;1178899000;943534000;198093000;46404000;2022
Troubles du rythme ou de la conduction cardiaque;1970500;3774484000;1707781000;276633000;300715000;74337000;40556000;668389000;170601000;76735000;93374000;6441000;1873523000;1692024000;193179000;66098000;2022
Maladie valvulaire;465500;1469092000;304218000;64484000;53818000;14049000;9317000;75260000;35126000;23221000;27815000;1130000;1108840000;1003249000;56034000;16130000;2022
Embolie pulmonaire;49800;275362000;47482000;10080000;5060000;1367000;725000;16827000;6017000;2392000;4933000;79000;212545000;187650000;15336000;12928000;2022
Autres affections cardiovasculaires;401900;554349000;308874000;47886000;39449000;10517000;12378000;116398000;39716000;11565000;30350000;615000;171851000;115413000;73624000;22660000;2022
Traitements antihypertenseurs (hors pathologies);7305700;5012514000;3611588000;894607000;385118000;232148000;254325000;1129240000;443982000;184965000;45935000;41269000;197883000;15206000;1203042000;511410000;2022
Traitements hypolipémiants (hors pathologies);3246400;1820123000;1310707000;370327000;48311000;77792000;107678000;468428000;129448000;75256000;12119000;21348000;71297000;1923000;438119000;128434000;2022
Diabète;4252000;10354624000;8470216000;825533000;1878479000;190415000;202573000;2903780000;1998354000;280674000;168915000;21492000;799874000;471766000;1084535000;318693000;2022
Cancer du sein de la femme actif;250400;3540155000;1422833000;332946000;39900000;38594000;7718000;714838000;29224000;35982000;221592000;2040000;1864183000;1635733000;253139000;198614000;2022
Cancer du sein de la femme sous surveillance;476200;641745000;418766000;95231000;30569000;48512000;18270000;151718000;25272000;21422000;23526000;4245000;69114000;19419000;153865000;26634000;2022
Cancer colorectal actif;153100;1572623000;377729000;76670000;61197000;3700000;3181000;87173000;61488000;18752000;65155000;413000;1134449000;971794000;60445000;37225000;2022
Cancer colorectal sous surveillance;214900;247151000;165226000;28980000;39367000;7503000;5829000;24200000;41481000;8479000;8544000;842000;38791000;13442000;43134000;5650000;2022
Cancer bronchopulmonaire actif;111600;3126574000;845818000;115311000;26532000;6482000;1729000;550868000;25417000;16678000;102503000;298000;2184293000;1962424000;96464000;47561000;2022
Cancer bronchopulmonaire sous surveillance;57700;167931000;95976000;11389000;4233000;3327000;1519000;58374000;8392000;2120000;6375000;248000;19102000;1879000;52853000;3600000;2022
Cancer de la prostate actif;244000;2248794000;1527136000;395032000;34163000;11618000;6798000;888110000;26957000;26777000;136561000;1118000;667874000;557806000;53783000;24249000;2022
Cancer de la prostate sous surveillance;311500;271969000;199078000;38504000;19904000;8125000;8976000;71633000;26744000;12072000;11311000;1809000;30261000;3631000;42631000;2512000;2022
Autres cancers actifs;952500;11771725000;3714646000;321761000;175745000;37506000;26418000;2470898000;187372000;109043000;382870000;3032000;7687625000;6714684000;369455000;200183000;2022
Autres cancers sous surveillance;995200;1078570000;670227000;129641000;79625000;40901000;33403000;166873000;120141000;42154000;53481000;4007000;160925000;33539000;247418000;50755000;2022
Troubles psychotiques;485600;5380200000;859903000;68128000;304015000;16388000;18178000;324145000;27415000;12862000;88233000;537000;4212901000;28085000;307396000;33745000;2022
Troubles névrotiques et de l'humeur;1411700;7271033000;1523396000;348024000;276607000;92616000;61844000;391833000;96887000;48048000;201263000;6274000;3840733000;171108000;1906904000;675081000;2022
Déficience mentale;140000;604287000;193335000;14998000;43782000;13906000;13886000;30894000;39539000;4262000;31955000;113000;401628000;1740000;9324000;2560000;2022
Troubles addictifs;690800;1968715000;377425000;75891000;38832000;16137000;24583000;140453000;31960000;15293000;33490000;784000;1151617000;203080000;439673000;260238000;2022
Troubles psychiatriques débutant dans l'enfance;237100;1560617000;299687000;24574000;6144000;3913000;66426000;39418000;10925000;4320000;143869000;98000;1255123000;22449000;5807000;3574000;2022
