code_pathologie;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;annee
Pathologie, traitement ou événement de santé;Effectif;Total des dépenses;Total soins de ville;Soins de médecins ;Soins infirmiers;Soins de kinésithérapie;Autres professionnels de santé;Médicaments;Autres produits de santé;Biologie;Transports;Autres dépenses de soins de ville;Total hospitalisations;dont hospitalisations MCO;Total prestations en espèces;dont indemnités journalières maladie et AT/MP;2015
Cancer de la prostate sous surveillance;288200;193419000;131803000;31108000;9421000;5687000;6633000;42908000;17369000;9571000;7095000;2011000;21669000;2607000;39947000;1610000;2017
Autres cancers actifs;885700;8585396000;2843226000;257382000;148099000;29721000;19418000;1821374000;170328000;88668000;305437000;2800000;5423743000;4654307000;318427000;173166000;2017
Autres cancers sous surveillance;898900;856076000;517843000;112584000;49659000;29951000;24178000;123695000;98746000;34835000;40169000;4025000;130442000;30494000;207791000;36830000;2017
Troubles psychotiques;458900;4565530000;765609000;65521000;209746000;12105000;13210000;347119000;18871000;9296000;89353000;388000;3521027000;27022000;278895000;31478000;2017
Troubles névrotiques et de l'humeur;1348000;5748001000;1288477000;314704000;189448000;80748000;44925000;387567000;75867000;35640000;151822000;7757000;2806642000;182110000;1652881000;606626000;2017
Déficience mentale;139600;575495000;173929000;14229000;31978000;12600000;13894000;28508000;37973000;1789000;32880000;78000;394443000;2072000;7123000;1512000;2017
Troubles addictifs;478400;1482949000;205290000;42436000;24707000;7164000;11067000;69534000;17192000;5726000;27182000;281000;1018449000;218977000;259210000;138569000;2017
Troubles psychiatriques débutant dans l'enfance;177700;1287113000;234707000;15324000;2373000;2686000;52154000;20117000;7505000;1073000;133441000;35000;1050410000;22598000;1996000;937000;2017
Autres troubles psychiatriques;455300;1702994000;374160000;71630000;56321000;15777000;16660000;108034000;26624000;9711000;68263000;1141000;1090443000;126371000;238390000;61865000;2017
Traitements antidépresseurs ou thymorégulateurs (hors pathologies);2922600;2674425000;1172768000;426489000;45587000;115267000;78109000;342454000;87078000;49631000;16812000;11341000;189477000;0;1312179000;832731000;2017
Traitements neuroleptiques (hors pathologies);320400;279878000;172994000;26307000;33063000;6354000;6869000;74240000;8903000;3142000;13746000;371000;21776000;0;85108000;13382000;2017
Traitements anxiolytiques (hors pathologies);3170900;2497860000;1354640000;431949000;94917000;120049000;73819000;423466000;109619000;62361000;28738000;9720000;115016000;0;1028204000;630944000;2017
Traitements hypnotiques (hors pathologies);1443400;1091023000;653730000;192526000;59630000;59384000;31343000;201280000;62343000;26240000;14435000;6548000;43815000;0;393479000;167972000;2017
Démences (dont maladie d'Alzheimer);764200;2443940000;1720660000;58720000;1010173000;198060000;66385000;87817000;179506000;10957000;108315000;727000;688780000;177117000;34499000;880000;2017
Maladie de Parkinson;265000;1015176000;783163000;38148000;212378000;138471000;23797000;191674000;110187000;5703000;60095000;2709000;174542000;59300000;57471000;7039000;2017
Sclérose en plaques;108000;1324244000;892304000;24515000;38726000;47866000;7092000;653903000;63092000;6047000;50311000;753000;237946000;143754000;193994000;21614000;2017
Lésion médullaire;92000;690940000;366130000;12449000;71014000;41145000;2789000;17086000;172561000;2219000;46332000;535000;142510000;35641000;182300000;27727000;2017
Myopathie ou myasthénie;47000;262263000;141301000;5721000;13000000;20431000;2146000;43492000;36571000;1361000;18378000;200000;80775000;53382000;40187000;3946000;2017
Épilepsie;483100;733694000;381450000;43037000;29206000;16592000;23438000;181840000;35861000;7060000;43995000;421000;235743000;177642000;116500000;29638000;2017
Autres affections neurologiques;164500;845343000;493996000;17449000;64380000;78555000;13605000;66142000;166715000;2940000;83315000;894000;258466000;135479000;92881000;13803000;2017
Maladies respiratoires chroniques (hors mucoviscidose);3591700;3662942000;2125235000;475543000;36683000;84619000;110971000;1074484000;241458000;53460000;38472000;9545000;1136566000;775660000;401142000;172751000;2017
Maladies inflammatoires chroniques intestinales;254000;932335000;455067000;36167000;6455000;4449000;8004000;355238000;17508000;16219000;10287000;741000;401764000;379759000;75505000;32741000;2017
Polyarthrite rhumatoïde ou maladies apparentées;284000;933397000;630515000;52669000;34163000;24962000;8269000;435362000;19756000;25071000;25930000;4333000;170997000;140161000;131885000;32152000;2017
Spondylarthrite ankylosante ou maladies apparentées;207000;877355000;561842000;37961000;4903000;28168000;6343000;450198000;8468000;11453000;11081000;3268000;152838000;120508000;162674000;51707000;2017
Autres maladies inflammatoires chroniques;205500;438743000;202888000;32377000;12130000;14084000;6005000;86492000;14271000;18385000;17285000;1859000;168619000;131930000;67236000;17884000;2017
Maladies métaboliques héréditaires ou amylose;115900;500973000;286304000;12801000;5476000;4195000;4822000;223169000;18386000;5428000;11538000;490000;196322000;181161000;18346000;6400000;2017
Mucoviscidose;8500;294276000;261243000;699000;6201000;14390000;299000;218276000;15332000;271000;5761000;13000;31047000;25435000;1987000;424000;2017
Hémophilie ou troubles de l'hémostase graves;50300;543850000;455084000;5518000;6140000;1269000;1463000;429514000;4276000;3586000;3095000;222000;78132000;71667000;10633000;5011000;2017
infection par le VIH;148200;1401916000;1239132000;12033000;2097000;1905000;4380000;1195137000;5695000;15127000;2643000;115000;113226000;62103000;49558000;12582000;2017
Dialyse chronique;51400;3212476000;884730000;11517000;63362000;2563000;474000;101129000;18287000;16885000;670509000;5000;2303838000;2271275000;23908000;4930000;2017
Transplantation rénale;3600;237375000;57681000;509000;1202000;33000;30000;29558000;1218000;2050000;23068000;13000;172354000;166540000;7340000;3676000;2017
Suivi de transplantation rénale;37300;487260000;253902000;6031000;3675000;891000;801000;194812000;5622000;9612000;32372000;87000;190674000;170805000;42683000;3968000;2017
Maladies du foie ou du pancréas (hors mucoviscidose);585500;2117623000;1393731000;60575000;15245000;9881000;12992000;1208492000;24371000;38872000;22223000;1080000;555138000;466191000;168754000;58621000;2017
Affections de longue durée (dont 31 et 32) pour d'autres causes;1689300;3279073000;2659004000;210691000;313241000;183700000;76971000;1100513000;433578000;54939000;273153000;12218000;258931000;133725000;361139000;86879000;2017
Hospitalisation pour Covid-19;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;2017
Maternité (avec ou sans pathologies);1290400;8288470000;1169450000;306295000;21929000;27734000;330617000;115202000;115361000;243388000;7810000;1115000;3631747000;3304906000;3487272000;526484000;2017
Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);9712800;36743089000;5383216000;1694051000;481737000;402073000;289634000;1063523000;569634000;312807000;545764000;23993000;27751327000;22575030000;3608547000;3155882000;2017
Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);1217100;1375656000;721432000;312705000;12577000;60180000;71923000;183812000;40390000;27982000;6017000;5847000;83157000;10970000;571067000;419167000;2017
Pas de pathologie, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;35386300;10942434000;6782626000;2545044000;68736000;364716000;1776146000;1133322000;403673000;371323000;73109000;46556000;950902000;135313000;3208906000;1944578000;2017
Consommation courante de soins;;5539274000;5102283000;2282762000;61706000;604053000;817173000;426145000;305329000;598236000;;6879000;;;436990000;436990000;2017
Total;65001443;1,60753E+11;67071494000;14071794000;7286615000;3769730000;4671911000;22982104000;6633381000;3031143000;4326759000;298057000;70034350000;48213338000;23646939000;11066408000;2017
Pathologie, traitement ou événement de santé;Effectif;Total des dépenses;Total soins de ville;Soins de médecins ;Soins infirmiers;Soins de kinésithérapie;Autres professionnels de santé;Médicaments;Autres produits de santé;Biologie;Transports;Autres dépenses de soins de ville;Total hospitalisations;dont hospitalisations MCO;Total prestations en espèces;dont indemnités journalières maladie et AT/MP;2018
Syndrome coronaire aigu;99900;988450000;115960000;28288000;4150000;1684000;1767000;45470000;5767000;3799000;24723000;313000;814240000;700719000;58250000;47132000;2018
Maladie coronaire chronique;1958400;3424308000;1849596000;404337000;211284000;59910000;47123000;819785000;154267000;76028000;65570000;11292000;1084415000;854730000;490297000;94880000;2018
Accident vasculaire cérébral aigu;122700;1575768000;139685000;15859000;25076000;12888000;9222000;17621000;11445000;2662000;44613000;298000;1392904000;893936000;43178000;35256000;2018
Séquelle d'accident vasculaire cérébral;818400;2315767000;1371415000;115703000;391050000;180445000;71798000;225207000;147516000;25796000;210294000;3605000;587032000;193398000;357320000;60581000;2018
Insuffisance cardiaque aiguë;191700;1325998000;365397000;22534000;167739000;14327000;572000;48108000;61994000;11235000;38760000;128000;951204000;821202000;9398000;2746000;2018
Insuffisance cardiaque chronique;655400;1397030000;1193999000;87169000;506623000;59635000;6013000;280017000;161617000;42573000;48825000;1528000;122268000;36226000;80762000;9251000;2018
Artériopathie périphérique;720500;2146277000;871424000;141979000;217016000;34168000;11749000;244208000;129677000;25249000;64186000;3192000;1082330000;887054000;192524000;39128000;2018
Troubles du rythme ou de la conduction cardiaque;1856400;3091167000;1259256000;242778000;212775000;57901000;28466000;456980000;120629000;66687000;66797000;6242000;1674081000;1517007000;157831000;47552000;2018
Maladie valvulaire;451700;1254226000;239584000;62121000;31978000;11542000;6952000;51903000;24726000;26555000;22575000;1231000;961546000;855070000;53096000;14808000;2018
Embolie pulmonaire;44000;234003000;43785000;9222000;4534000;1191000;511000;17182000;5106000;2152000;3813000;74000;177941000;158509000;12277000;10797000;2018
Autres affections cardiovasculaires;375700;492951000;268167000;44123000;34506000;8930000;9110000;95515000;38690000;9247000;27340000;706000;165464000;114794000;59320000;15485000;2018
Traitements antihypertenseurs (hors pathologies);7245400;4410574000;3227543000;867929000;305982000;191465000;202063000;1130176000;322989000;129260000;31831000;45850000;178491000;18218000;1004540000;370148000;2018
Traitements hypolipémiants (hors pathologies);3128800;1518153000;1082709000;313002000;26904000;58584000;80593000;442629000;83505000;49369000;7623000;20499000;55415000;1967000;380030000;92609000;2018
Diabète;3827800;8459575000;6873796000;699517000;1545586000;136069000;116865000;2415550000;1592188000;235427000;111456000;21139000;740482000;451842000;845298000;202284000;2018
Cancer du sein de la femme actif;231700;2750591000;1093654000;280522000;35290000;31671000;5918000;482574000;26883000;27970000;200904000;1922000;1445479000;1268747000;211459000;169749000;2018
Cancer du sein de la femme sous surveillance;483200;518461000;324927000;94786000;16784000;42643000;15127000;94269000;20060000;18611000;17473000;5173000;56800000;14938000;136733000;19055000;2018
Cancer colorectal actif;160800;1521884000;342158000;67681000;51849000;3241000;2502000;85420000;57162000;17730000;56137000;436000;1122066000;968107000;57660000;35497000;2018
Cancer colorectal sous surveillance;208800;211326000;135953000;28232000;25055000;5852000;4491000;20110000;37020000;7700000;6494000;999000;34613000;13682000;40759000;4674000;2018
Cancer bronchopulmonaire actif;98300;2014752000;603998000;86300000;24788000;4741000;1280000;365554000;21854000;13580000;85624000;277000;1318511000;1143111000;92243000;44336000;2018
Cancer bronchopulmonaire sous surveillance;49800;104016000;40087000;9028000;3493000;2570000;1019000;12308000;5583000;1427000;4422000;237000;12798000;1647000;51131000;2562000;2018
Cancer de la prostate actif;228900;1586220000;1007966000;272380000;30663000;10536000;4700000;538275000;21522000;21399000;107452000;1037000;531380000;440858000;46875000;18972000;2018
Cancer de la prostate sous surveillance;299200;208530000;142799000;34162000;10732000;6283000;6945000;47094000;18213000;10028000;7315000;2027000;23122000;2476000;42609000;1777000;2018
Autres cancers actifs;908100;8971371000;3069240000;273923000;158680000;31263000;20436000;1998902000;175454000;90814000;316825000;2943000;5569868000;4752703000;332263000;179751000;2018
Autres cancers sous surveillance;935100;910672000;552166000;118422000;54951000;32750000;25602000;133824000;105357000;35160000;41899000;4200000;140942000;32052000;217564000;39838000;2018
Troubles psychotiques;466600;4626644000;773711000;67555000;227700000;12552000;13447000;331746000;20164000;9575000;90612000;359000;3573757000;27223000;279177000;30447000;2018
Troubles névrotiques et de l'humeur;1378500;5941669000;1319808000;324975000;207530000;82739000;46909000;376708000;77753000;35764000;159986000;7443000;2925189000;183426000;1696672000;596873000;2018
Déficience mentale;137900;554925000;173384000;14732000;34161000;12536000;13535000;26997000;37553000;1737000;32059000;74000;374415000;1992000;7126000;1569000;2018
Troubles addictifs;579800;1600717000;250775000;57310000;24871000;10351000;15486000;87856000;21401000;7625000;25431000;444000;1040115000;222687000;309827000;171506000;2018
Troubles psychiatriques débutant dans l'enfance;186000;1305986000;240179000;17060000;2870000;2857000;54078000;19922000;8209000;1127000;134022000;33000;1063433000;21991000;2374000;1100000;2018
Autres troubles psychiatriques;445000;1658832000;359722000;69375000;58113000;15465000;16399000;96565000;26175000;9518000;67073000;1039000;1075794000;132011000;223316000;59272000;2018
Traitements antidépresseurs ou thymorégulateurs (hors pathologies);2926800;2766517000;1180058000;432494000;48895000;118489000;78966000;333604000;90479000;49211000;16774000;11146000;200574000;0;1385886000;891347000;2018
Traitements neuroleptiques (hors pathologies);318800;277564000;168146000;26304000;34786000;6637000;7214000;66483000;8524000;3064000;14834000;301000;22326000;0;87092000;14089000;2018
Traitements anxiolytiques (hors pathologies);3089700;2513103000;1334240000;421359000;99465000;121680000;72783000;413354000;107580000;59486000;29090000;9443000;117671000;0;1061192000;661718000;2018
Traitements hypnotiques (hors pathologies);1312300;1008825000;600398000;177229000;58520000;55273000;28763000;181910000;56885000;23324000;12785000;5709000;41866000;0;366561000;159202000;2018
Démences (dont maladie d'Alzheimer);765400;2467580000;1745387000;58571000;1039557000;198531000;69523000;74480000;181008000;10737000;112306000;673000;685178000;173417000;37015000;834000;2018
Maladie de Parkinson;268000;1036584000;796453000;39644000;226882000;141572000;26102000;175917000;114043000;5502000;64137000;2653000;180455000;59472000;59675000;6904000;2018
Sclérose en plaques;111100;1370216000;919403000;25889000;39312000;48599000;7528000;673114000;65842000;6087000;52283000;749000;251771000;155093000;199042000;22846000;2018
Lésion médullaire;93400;705046000;375107000;12956000;72075000;41529000;2914000;17326000;178510000;2277000;46984000;536000;146081000;36250000;183858000;27625000;2018
Myopathie ou myasthénie;47800;262459000;140239000;5881000;12804000;20009000;2315000;42031000;37228000;1364000;18419000;189000;81271000;51536000;40949000;4067000;2018
Épilepsie;491600;758324000;389311000;46623000;32003000;17565000;24393000;177622000;37634000;7177000;45825000;469000;244614000;175606000;124399000;34006000;2018
Autres affections neurologiques;170600;911790000;511672000;18356000;67831000;79855000;14485000;70343000;171173000;3004000;85759000;864000;304453000;176614000;95665000;13316000;2018
Maladies respiratoires chroniques (hors mucoviscidose);3608200;3729903000;2139946000;483661000;37680000;87411000;114153000;1070847000;243511000;54107000;39377000;9197000;1159977000;784134000;429980000;190059000;2018
Maladies inflammatoires chroniques intestinales;261600;938828000;498538000;38067000;6298000;4728000;8270000;394675000;17959000;17039000;10721000;780000;358718000;334419000;81572000;35329000;2018
Polyarthrite rhumatoïde ou maladies apparentées;292300;935960000;646397000;55564000;32163000;26100000;8645000;449961000;19353000;25274000;24831000;4506000;152455000;121481000;137108000;32835000;2018
Spondylarthrite ankylosante ou maladies apparentées;217700;905327000;587951000;40767000;5184000;29884000;6767000;470732000;8708000;12033000;10586000;3290000;142646000;107445000;174730000;54476000;2018
Autres maladies inflammatoires chroniques;211900;449244000;209488000;34101000;14043000;14775000;6451000;86210000;14669000;19131000;18185000;1922000;167931000;127328000;71825000;19104000;2018
Maladies métaboliques héréditaires ou amylose;119000;544877000;322659000;13241000;6030000;4444000;5107000;256153000;19492000;5455000;12250000;487000;203411000;186694000;18808000;6373000;2018
Mucoviscidose;8700;307320000;275583000;713000;6261000;13952000;324000;233063000;15497000;266000;5497000;11000;29569000;23523000;2168000;462000;2018
Hémophilie ou troubles de l'hémostase graves;51900;552282000;467447000;5857000;6127000;1371000;1496000;441115000;4539000;3660000;3049000;234000;73024000;65302000;11811000;5652000;2018
infection par le VIH;151500;1341296000;1185323000;12638000;2063000;1950000;4658000;1140673000;5796000;14561000;2849000;135000;107847000;58705000;48126000;12295000;2018
Dialyse chronique;52800;3249911000;897921000;12749000;57651000;2783000;369000;104632000;18348000;16770000;684550000;67000;2328253000;2297566000;23737000;4428000;2018
Transplantation rénale;3300;223912000;53826000;445000;1091000;46000;32000;26951000;1274000;1817000;22166000;6000;163253000;157348000;6833000;3545000;2018
Suivi de transplantation rénale;38600;513006000;269255000;6429000;4327000;924000;840000;205446000;6103000;9717000;35376000;93000;199161000;178184000;44590000;4346000;2018
Maladies du foie ou du pancréas (hors mucoviscidose);595900;1787578000;1064150000;62145000;15196000;10772000;13313000;878798000;24163000;36597000;22054000;1113000;552250000;463266000;171178000;60714000;2018
Affections de longue durée (dont 31 et 32) pour d'autres causes;1730000;3405971000;2771235000;219526000;316789000;184293000;81462000;1179397000;442502000;55636000;279433000;12196000;265802000;130587000;368935000;87740000;2018
Hospitalisation pour Covid-19;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;2018
Maternité (avec ou sans pathologies);1269700;8342439000;1188316000;305399000;22655000;26660000;348962000;112455000;124065000;239110000;7696000;1313000;3622213000;3287888000;3531910000;541519000;2018
Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);9816200;37395743000;5524845000;1742592000;504749000;415501000;299177000;1077461000;597204000;310880000;552800000;24480000;28141143000;22801882000;3729756000;3256587000;2018
Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);1150400;1336546000;690951000;299346000;12774000;58154000;70079000;174547000;38351000;26617000;5811000;5272000;81744000;10181000;563851000;415664000;2018
Pas de pathologie, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;35664200;11325995000;6936945000;2601190000;72744000;382254000;1809260000;1146899000;419801000;380932000;76608000;47255000;986506000;133539000;3402544000;2115086000;2018
Consommation courante de soins;;5693828000;5242094000;2351851000;65410000;618949000;842119000;454449000;313643000;587402000;;8272000;;;451735000;451735000;2018
Total;65392709;1,64179E+11;68466125000;14422590000;7574098000;3871486000;4797151000;23139122000;6924364000;3004042000;4435170000;298103000;71308257000;48829784000;24404438000;11553535000;2018
Pathologie, traitement ou événement de santé;Effectif;Total des dépenses;Total soins de ville;Soins de médecins ;Soins infirmiers;Soins de kinésithérapie;Autres professionnels de santé;Médicaments;Autres produits de santé;Biologie;Transports;Autres dépenses de soins de ville;Total hospitalisations;dont hospitalisations MCO;Total prestations en espèces;dont indemnités journalières maladie et AT/MP;2019
Syndrome coronaire aigu;102200;1013254000;115632000;28915000;4231000;1671000;1794000;46007000;7029000;3991000;21726000;268000;838169000;719612000;59453000;48674000;2019
Maladie coronaire chronique;1999900;3534548000;1906671000;418120000;222166000;63438000;50212000;827479000;169725000;78052000;66398000;11081000;1123731000;883499000;504146000;100604000;2019
Accident vasculaire cérébral aigu;122800;1601075000;132987000;16132000;24274000;12656000;9640000;17694000;11752000;2646000;37893000;300000;1421283000;908126000;46805000;38551000;2019
Séquelle d'accident vasculaire cérébral;841600;2401133000;1416215000;120124000;405829000;180557000;75752000;233261000;155992000;26237000;214851000;3612000;610878000;200942000;374040000;65263000;2019
Insuffisance cardiaque aiguë;194800;1346785000;365726000;21866000;170078000;12228000;597000;54664000;57454000;11471000;37225000;140000;968492000;836049000;12567000;2735000;2019
Insuffisance cardiaque chronique;653400;1427514000;1215475000;86085000;513184000;59955000;6282000;292768000;164441000;40381000;51089000;1289000;128873000;41246000;83166000;9517000;2019
Artériopathie périphérique;723200;2175341000;877012000;143668000;218533000;35182000;12159000;241102000;134958000;25343000;62949000;3118000;1106875000;900726000;191454000;40091000;2019
Troubles du rythme ou de la conduction cardiaque;1897300;3258283000;1373928000;254622000;243414000;62625000;30973000;508153000;135129000;65064000;67797000;6151000;1717417000;1551408000;166938000;50804000;2019
Maladie valvulaire;458200;1301031000;255903000;63897000;38179000;12678000;7409000;59368000;26844000;25809000;20385000;1332000;989454000;882118000;55674000;16222000;2019
Embolie pulmonaire;44700;239057000;43337000;9387000;4487000;1143000;509000;16338000;5160000;2168000;4056000;89000;182352000;162673000;13368000;11350000;2019
Autres affections cardiovasculaires;380500;511560000;281246000;45225000;37574000;9658000;9810000;102669000;39529000;9052000;27057000;671000;167041000;115119000;63273000;17315000;2019
Traitements antihypertenseurs (hors pathologies);7242000;4464301000;3239516000;868336000;314102000;200717000;206391000;1099981000;344080000;129819000;32471000;43619000;190091000;18714000;1034694000;390286000;2019
Traitements hypolipémiants (hors pathologies);3024300;1463831000;1039475000;305346000;25572000;59866000;79350000;406536000;88037000;47838000;7600000;19329000;57528000;2036000;366828000;88803000;2019
Diabète;3923900;8774207000;7125954000;728043000;1610075000;147291000;128331000;2469258000;1662918000;241502000;118073000;20462000;765722000;457174000;882531000;221027000;2019
Cancer du sein de la femme actif;235200;2918376000;1230190000;292900000;37547000;32641000;6098000;599943000;28780000;30395000;199839000;2047000;1465021000;1277804000;223164000;177661000;2019
Cancer du sein de la femme sous surveillance;492000;549481000;347311000;96764000;19389000;44924000;15776000;107230000;21666000;18873000;17528000;5161000;61303000;16466000;140867000;20389000;2019
Cancer colorectal actif;156300;1490157000;333016000;69190000;51686000;3491000;2534000;81049000;55313000;17216000;52051000;486000;1102323000;947711000;54818000;34516000;2019
Cancer colorectal sous surveillance;218700;223202000;144799000;29873000;27314000;6516000;4965000;21845000;38508000;8070000;6780000;929000;36885000;14068000;41519000;4612000;2019
Cancer bronchopulmonaire actif;101300;2282901000;671873000;94142000;27309000;5195000;1327000;416612000;24419000;15047000;87529000;292000;1517004000;1332102000;94024000;44081000;2019
Cancer bronchopulmonaire sous surveillance;52500;109785000;44250000;9596000;3071000;2630000;1075000;15751000;5634000;1555000;4686000;253000;14144000;1656000;51391000;2501000;2019
Cancer de la prostate actif;228300;1669369000;1069814000;296948000;29535000;10692000;4802000;575749000;21422000;21691000;107907000;1067000;554029000;460038000;45526000;18195000;2019
Cancer de la prostate sous surveillance;310900;232424000;160201000;36414000;12483000;7064000;7496000;55022000;20604000;10651000;8385000;2081000;27882000;2876000;44341000;2109000;2019
Autres cancers actifs;918400;9474918000;3266791000;282112000;159209000;32930000;21483000;2177787000;180726000;94778000;314849000;2917000;5869178000;5021769000;338948000;183565000;2019
Autres cancers sous surveillance;972300;954998000;580634000;123015000;57734000;35508000;27345000;142467000;110633000;36249000;43359000;4325000;146938000;31254000;227426000;42687000;2019
Troubles psychotiques;472300;4684358000;795729000;67369000;246474000;13167000;14096000;333558000;21269000;10050000;89385000;361000;3606818000;27102000;281812000;30458000;2019
Troubles névrotiques et de l'humeur;1398100;6127877000;1364023000;328936000;228618000;84909000;49383000;380247000;83187000;36716000;164825000;7203000;3025888000;184595000;1737967000;598768000;2019
Déficience mentale;137500;546781000;176888000;14799000;36709000;12581000;14169000;27288000;38046000;1800000;31424000;72000;362528000;1975000;7366000;1652000;2019
Troubles addictifs;715500;1778946000;329520000;76128000;26476000;13688000;21709000;128950000;26612000;10597000;24808000;554000;1063142000;230218000;386284000;222023000;2019
Troubles psychiatriques débutant dans l'enfance;198100;1327498000;251136000;18657000;3683000;3030000;59320000;21049000;8960000;1237000;135162000;38000;1073284000;23209000;3079000;1558000;2019
Autres troubles psychiatriques;434500;1632344000;348145000;66933000;58189000;15143000;16959000;91704000;26235000;9933000;62149000;902000;1070518000;133296000;213680000;61711000;2019
Traitements antidépresseurs ou thymorégulateurs (hors pathologies);2924000;2835851000;1184252000;432758000;50784000;120712000;80706000;328157000;94981000;49985000;15578000;10590000;210688000;0;1440911000;935386000;2019
Traitements neuroleptiques (hors pathologies);314800;275403000;166714000;25822000;34952000;6661000;7577000;63321000;9500000;3022000;15581000;278000;23009000;0;85680000;15062000;2019
Traitements anxiolytiques (hors pathologies);2999100;2517289000;1331424000;406800000;103028000;121585000;71985000;423064000;109317000;57970000;29197000;8478000;120766000;0;1065099000;671784000;2019
Traitements hypnotiques (hors pathologies);1212200;961983000;570911000;162991000;57052000;52043000;26875000;180962000;53313000;21516000;11127000;5031000;41137000;0;349935000;152214000;2019
Démences (dont maladie d'Alzheimer);754400;2445081000;1722209000;55845000;1036006000;194750000;72303000;60262000;181437000;10252000;110722000;634000;682781000;172194000;40090000;1123000;2019
Maladie de Parkinson;270300;1087423000;837778000;40409000;247500000;144318000;29436000;169136000;129296000;5620000;69462000;2601000;186939000;57068000;62705000;7590000;2019
Sclérose en plaques;114500;1297530000;806825000;26969000;39662000;48683000;8043000;556201000;66868000;6363000;53344000;692000;286550000;182935000;204155000;23895000;2019
Lésion médullaire;95100;712655000;377135000;12881000;73688000;41436000;3038000;17390000;180422000;2287000;45499000;495000;150786000;38308000;184734000;26976000;2019
Myopathie ou myasthénie;49000;278109000;152532000;6090000;12275000;20018000;2508000;53665000;37753000;1456000;18569000;199000;83605000;52239000;41972000;4559000;2019
Épilepsie;500400;778347000;403062000;47945000;35196000;18805000;26096000;180507000;39872000;7538000;46670000;433000;244697000;172954000;130589000;35156000;2019
Autres affections neurologiques;177800;964114000;532772000;19443000;70752000;80708000;15743000;78929000;176560000;3264000;86503000;872000;329593000;196705000;101749000;15256000;2019
Maladies respiratoires chroniques (hors mucoviscidose);3623600;3727217000;2140122000;484715000;38580000;91613000;119418000;1049111000;251710000;55927000;39894000;9155000;1144899000;762416000;442195000;200246000;2019
Maladies inflammatoires chroniques intestinales;271800;986077000;529117000;39745000;6950000;5152000;8885000;419677000;18493000;18138000;11308000;769000;370911000;345125000;86049000;36225000;2019
Polyarthrite rhumatoïde ou maladies apparentées;299800;962158000;672693000;57346000;34060000;27137000;9334000;471116000;20472000;25526000;23193000;4509000;147901000;115573000;141564000;33807000;2019
Spondylarthrite ankylosante ou maladies apparentées;228200;937160000;604606000;43232000;5448000;31619000;7321000;480916000;9701000;12677000;10328000;3364000;145670000;107796000;186884000;57643000;2019
Autres maladies inflammatoires chroniques;219900;488099000;228403000;35876000;12500000;15844000;6958000;100956000;15306000;20190000;18767000;2007000;183214000;139712000;76482000;20604000;2019
Maladies métaboliques héréditaires ou amylose;121700;618453000;368074000;13599000;6251000;4625000;5429000;301106000;19751000;5620000;11238000;455000;230430000;213038000;19949000;6875000;2019
Mucoviscidose;8800;317588000;282394000;728000;5849000;13468000;338000;240615000;15441000;277000;5670000;9000;32981000;26073000;2213000;417000;2019
Hémophilie ou troubles de l'hémostase graves;54400;578988000;494995000;6225000;6220000;1511000;1655000;467812000;4773000;3742000;2803000;253000;70592000;62967000;13401000;6194000;2019
infection par le VIH;156800;1221395000;1063787000;13186000;2126000;2073000;5125000;1017253000;5720000;15207000;2951000;144000;108067000;59380000;49542000;13713000;2019
Dialyse chronique;54000;3277205000;899359000;11589000;66769000;3669000;498000;99727000;21693000;16406000;678997000;11000;2354667000;2323356000;23179000;4179000;2019
Transplantation rénale;3500;229194000;53349000;509000;1381000;45000;43000;26366000;1137000;1918000;21943000;6000;169008000;163345000;6837000;3453000;2019
Suivi de transplantation rénale;39700;518354000;263001000;6772000;4584000;1005000;932000;197226000;6394000;9818000;36178000;92000;210222000;188418000;45131000;3970000;2019
Maladies du foie ou du pancréas (hors mucoviscidose);603700;1560876000;842468000;62844000;16663000;10677000;13934000;655212000;25182000;36121000;20779000;1056000;550709000;462859000;167699000;61507000;2019
Affections de longue durée (dont 31 et 32) pour d'autres causes;1733100;3427973000;2782774000;220302000;311800000;178772000;86645000;1218111000;435204000;55701000;264502000;11737000;273085000;132127000;372113000;90538000;2019
Hospitalisation pour Covid-19;0;1000;0;0;0;0;0;0;0;0;0;0;1000;;0;0;2019
Maternité (avec ou sans pathologies);1259600;8464048000;1234653000;296991000;24290000;26058000;384792000;110507000;119286000;264410000;6795000;1523000;3617471000;3265191000;3611925000;559309000;2019
Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);9879800;38035362000;5601274000;1765851000;519650000;423563000;312495000;1077890000;629530000;317446000;530678000;24170000;28566100000;23066934000;3867988000;3384100000;2019
